파일	줄	문장 앞 60자	종류(rule|claim|evidence|connective|other)	Why 있음(예/아니오)	근거 경로(있으면)	판정(keep|rewrite|delete)	이유
system/lenses/README.md	8	증거 기반으로 산다.	connective	예	system/lenses/README.md:7-8	keep	시금석을 유지 근거로 쓰는 원칙을 압축한다.
system/lenses/README.md	10	렌즈는 13종이다.	claim	예	system/lenses/README.md:14-26	keep	표에 정확히 열세 렌즈가 열거된다.
system/lenses/README.md	14	장부: 보존량과 잔고 초과를 묻는다.	rule	예	system/lenses/ledger.md	keep	장부 렌즈의 호출 질문이다.
system/lenses/README.md	15	장난감으로 계산해봤나?	rule	예	system/lenses/feynman.md	keep	파인만 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	15	파인만: 이름을 아는가, 작동을 아는가?	rule	예	system/lenses/feynman.md	keep	파인만 렌즈의 첫 호출 질문이다.
system/lenses/README.md	16	역산: 뭐가 하면 반드시 망하나?	rule	예	system/lenses/inversion.md	keep	역산 렌즈의 첫 호출 질문이다.
system/lenses/README.md	16	최저가 반증은?	rule	예	system/lenses/inversion.md	keep	역산 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	17	극한: 다이얼을 0과 ∞로 돌리면?	rule	예	system/lenses/limits.md	keep	극한 렌즈의 첫 호출 질문이다.
system/lenses/README.md	17	지배 법칙이 바뀌는 지점은?	rule	예	system/lenses/limits.md	keep	극한 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	18	구조 대응: 같은 난이도 핵을 가진 분야를 묻는다.	rule	예	system/lenses/isomorphism.md	keep	구조 대응 렌즈의 호출 질문이다.
system/lenses/README.md	19	그 조건이 아직 사나?	rule	예	system/lenses/fence.md	keep	울타리 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	19	울타리: 이 관행은 어떤 지대를 냈나?	rule	예	system/lenses/fence.md	keep	울타리 렌즈의 첫 호출 질문이다.
system/lenses/README.md	20	한계효용: 다음 한 시간의 최대 한계수익을 묻는다.	rule	예	system/lenses/marginal.md	keep	한계효용 렌즈의 호출 질문이다.
system/lenses/README.md	21	30일 남았다면?	rule	예	system/lenses/jensen.md	keep	젠슨황 렌즈의 세 번째 호출 질문이다.
system/lenses/README.md	21	전체 소는?	rule	예	system/lenses/jensen.md	keep	젠슨황 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	21	젠슨황: 0조 시장은?	rule	예	system/lenses/jensen.md	keep	젠슨황 렌즈의 첫 호출 질문이다.
system/lenses/README.md	22	거울: 화자가 나일 때 증거등급을 묻는다.	rule	예	system/lenses/mirror.md	keep	거울 렌즈의 호출 질문이다.
system/lenses/README.md	23	인센티브: 발화자가 무엇을 믿도록 보수받는지 묻는다.	rule	예	system/lenses/incentive.md	keep	인센티브 렌즈의 호출 질문이다.
system/lenses/README.md	24	100번 반복하면 나는 어디 있나?	rule	예	system/lenses/ergodic.md	keep	에르고드 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	24	에르고드: 잘못되면 다음 판이 있나?	rule	예	system/lenses/ergodic.md	keep	에르고드 렌즈의 첫 호출 질문이다.
system/lenses/README.md	25	침묵: 데이터에 원리적으로 못 들어오는 것을 묻는다.	rule	예	system/lenses/silence.md	keep	침묵 렌즈의 호출 질문이다.
system/lenses/README.md	26	되먹임: 내 개입에 시스템은 어떻게 응수하나?	rule	예	system/lenses/feedback-loop.md	keep	되먹임 렌즈의 첫 호출 질문이다.
system/lenses/README.md	26	지연은 어디 있나?	rule	예	system/lenses/feedback-loop.md	keep	되먹임 렌즈의 두 번째 호출 질문이다.
system/lenses/README.md	30	막힌 문제는 장부, 극한, 역산 순서로 재시동한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	31	증거·조언은 침묵, 인센티브, 파인만 순서로 받는다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	32	결정은 에르고드, 한계효용, 역산 순서로 한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	33	자기 단언은 거울을 통과한 뒤 다른 렌즈로 간다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	34	시스템 개입은 되먹임, 울타리, 장부 순서로 설계한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	35	novelty는 구조 대응 P0부터 P4로 시험한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	39	근거는 시금석인 사용 실적이다.	rule	예	system/rituals.md:114-117	keep	사용 여부를 관측할 수 있는 라벨을 유지 근거로 삼는다.
system/lenses/README.md	39	렌즈 상한은 13이다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	39	추가는 퇴역과 교환으로만 한다.	rule	예	system/lenses/README.md:39	keep	상한을 유지하면서 새 렌즈를 넣는 운영 방식이다.
system/lenses/README.md	40	매 질문마다 렌즈를 돌리지 않는다.	rule	예	system/lenses/README.md:41	keep	가벼운 질문의 렌즈 라벨링 자체가 체크리스트 순회 실패이기 때문이다.
system/lenses/README.md	40	호출 조건은 막힌 문제, 설계, 결정, 명시적 요청이다.	rule	예	system/lenses/README.md:40-41	keep	매 질문에 적용하는 실패를 막는 범위 제한이다.
system/lenses/README.md	41	가벼운 질문의 렌즈 라벨은 체크리스트 순회 실패다.	evidence	예	system/lenses/README.md:40-41	keep	호출 제한의 이유를 직접 말한다.
system/lenses/README.md	42	검토 후 주차 후보는 재제안하지 않고 부활 조건을 명시한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	43	스케일·상전이는 극한에 흡수하고 분리 호출 3회면 부활한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/README.md	45	시간·옵션성은 에르고드와 한계효용에 분산 수용했다.	evidence	예	system/lenses/ergodic.md; system/lenses/marginal.md	keep	후보가 어느 기존 렌즈에 들어갔는지 기록한다.
system/lenses/README.md	46	미학·취향은 미성숙 주차하고 실전 결정을 바꾼 사례가 생기면 부활한다.	rule	예	system/lenses/README.md:46-47	keep	추상 프레임이 실제 결정을 바꿀 때를 성숙 조건으로 둔다.
system/lenses/README.md	48	다른 곳의 요약과 충돌하면 여기가 이긴다.	rule	예	system/lenses/README.md:48	keep	정본 선언의 충돌 해소 규칙이다.
system/lenses/README.md	48	정본은 이 디렉토리다.	rule	예	system/lenses/README.md:3-6	keep	렌즈 원장과 핫셋이 모두 이 디렉토리에 있기 때문이다.
system/lenses/README.md	51	## 규범 근거 연결	connective	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/README.md	53	이 문서의 명령형 문장은 보편 법칙이 아니라, 본문의 실패 메커니즘을 실제 문제에서 반증 가능한	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/README.md	55	질문으로 바꾸는 렌즈 적용 절차다. `실패 지형`은 그 절차가 과잉 일반화되는 경계를 맡고, `원전`은	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/README.md	56	개념의 출발점을 맡는다. 장난감 예시의 숫자는 계산 구조를 드러내는 입력값이며 모집단 추정치나	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/README.md	57	보편 임계값이 아니다. 사용 원장 지시는 렌즈의 효용을 나중에 판정할 관측을 남기기 위한 것이며,	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/README.md	58	실제 기록 위치와 쓰기 권한은 `AGENTS.md`와 `system/rituals.md`의 엔진·인스턴스 경	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/ergodic.md	7	앙상블 평균과 시간 평균이다.	connective	아니오		keep	두 평균을 정의한다.
system/lenses/ergodic.md	7	평균적으로 이득에는 평균이 두 종류 있다.	claim	예	system/lenses/ergodic.md:69	keep	ergodicity economics를 원전으로 제시한다.
system/lenses/ergodic.md	8	흡수상태가 있으면 둘이 갈라진다.	evidence	예	system/lenses/ergodic.md:69	keep	ergodicity economics와 ruin 원전을 제시한다.
system/lenses/ergodic.md	3	호출: 잘못되면 다음 판이 있나? 100번 반복하면 나는 어디 있나?	rule	예	system/lenses/README.md:51	keep	렌즈 호출 질문이다.
system/lenses/ergodic.md	14	곱셈 과정에서 시간 평균 성장률은 산술평균이 아니라 기하평균을 따른다.	evidence	예	system/lenses/ergodic.md:69	keep	Kelly와 ergodicity economics를 원전으로 제시한다.
system/lenses/ergodic.md	15	이것이 흡수상태의 수학적 정체다.	evidence	예	system/lenses/ergodic.md:15	keep	직전 곱셈 결과를 개념에 연결한다.
system/lenses/ergodic.md	16	시간 평균은 √0.9 약 0.949, 회당 −5%다.	claim	예	system/lenses/ergodic.md:16	keep	√(1.5×0.6) 계산식이 문장에 있다.
system/lenses/ergodic.md	9	통상의 기댓값은 전부 앙상블 쪽이다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	10	너는 병렬이 아니라 직렬로 산다.	evidence	아니오		keep	개인 의사결정에서 시간 경로를 강조하는 직관이다.
system/lenses/ergodic.md	10	직렬 인생에서 유효한 것은 시간 평균뿐이다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	21	모든 결정의 첫 질문은 최악의 결과에서 다음 판이 있는가이다.	rule	예	system/lenses/ergodic.md:8	keep	흡수상태가 시간 경로를 끊는다는 핵심 직관이 이유다.
system/lenses/ergodic.md	22	다음 판이 없으면 확률 불문 기댓값 논증을 기각한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	15	0이 한 번 곱해지면 이후의 모든 수가 무효다.	evidence	아니오		keep	곱셈의 항등적 결과다.
system/lenses/ergodic.md	23	양방향 문이면 빨리 통과하고 빨리 되돌린다.	rule	예	system/lenses/ergodic.md:24	keep	대부분의 결정을 일방향처럼 다뤄 생기는 지연을 이유로 든다.
system/lenses/ergodic.md	16	동전 예시: 앞이면 ×1.5, 뒤면 ×0.6.	other	아니오		keep	계산 예시의 입력값이다.
system/lenses/ergodic.md	16	앙상블 기댓값은 회당 +5%다.	claim	예	system/lenses/ergodic.md:16	keep	동일 확률을 전제로 (1.5+0.6)/2=1.05로 계산된다.
system/lenses/ergodic.md	17	기댓값 양수와 파산 확정이 동시에 성립한다.	evidence	예	system/lenses/ergodic.md:16	rewrite	유한 반복에서는 파산 확정이 아니므로 무한 반복 조건을 명시해야 한다.
system/lenses/ergodic.md	25	한 번 사고 확률을 연간 빈도로 환산한다.	rule	예	system/lenses/ergodic.md:25	keep	반복 노출이 누적 확률을 키운다는 계산이 바로 뒤에 있다.
system/lenses/ergodic.md	25	회당 1% 사고 확률을 주 1회 반복하면 연 40%다.	claim	예	system/lenses/ergodic.md:25	keep	1-(0.99)^52가 약 40.7%로 문장과 맞는다.
system/lenses/ergodic.md	27	하방이 제한되고 상방이 열린 복권은 발견 즉시 전부 긁는다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	30	상태를 디스크에 두고 체크포인트를 자주 둔다.	rule	예	system/lenses/ergodic.md:31	keep	중단 뒤 재개를 가능하게 하는 공학적 메커니즘이 붙는다.
system/lenses/ergodic.md	30	시스템 중단이 파산이 아니게 만든다.	rule	예	system/lenses/ergodic.md:31	keep	장기 작업을 세션과 장애 너머로 잇는 목적이 이유다.
system/lenses/ergodic.md	24	대부분의 결정은 양방향인데 일방향 대접을 받아 삶이 느려진다.	other	아니오		rewrite	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	24	일방향 문일 때만 정밀 검사한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	26	낮은 확률 × 높은 빈도 = 확정 사건.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	35	선택지 비교표에 기대 수익 옆에 복구 불가 시나리오 열을 추가한다.	rule	예	system/lenses/ergodic.md:8	keep	흡수상태가 앙상블 평균과 시간 평균을 갈라놓기 때문이다.
system/lenses/ergodic.md	28	파산 없는 베팅은 크게, 파산 있는 베팅은 일부만 한다.	rule	예	system/lenses/ergodic.md:69	keep	Kelly 기준의 정성 판본이라고 원전을 연결한다.
system/lenses/ergodic.md	38	답이 처음부터인 구간은 설계 결함이다.	rule	예	system/lenses/ergodic.md:30	keep	체크포인트 부재가 중단을 전체 손실로 만든다는 이유다.
system/lenses/ergodic.md	31	장기 작업이 세션·장애를 넘어 이어지게 하는 공학적 판본이다.	evidence	아니오		keep	직전 규칙의 목적을 설명한다.
system/lenses/ergodic.md	41	이번 한 번만이 반복되면 연간 빈도로 환산해 재판정한다.	rule	예	system/lenses/ergodic.md:25	keep	반복 노출의 누적 확률 계산이 이유다.
system/lenses/ergodic.md	43	러시안룰렛 보수 100억의 앙상블 기댓값은 약 83억이다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/ergodic.md	43	시간 평균에서 반복 생존 확률은 (5/6)^n이고 0으로 간다.	claim	예	system/lenses/ergodic.md:43	keep	생존확률 계산식과 극한이 문장에 있다.
system/lenses/ergodic.md	44	같은 구조를 찾아라.	rule	예	system/lenses/ergodic.md:43	keep	양의 기댓값이 반복 생존을 보장하지 않는 예시를 일반화한다.
system/lenses/ergodic.md	36	두 열이 다른 선택지를 가리키면 흡수상태 쪽이 이긴다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	45	무보험 운전, 만성 수면 압축, 검증 없는 배포는 전부 보수 좋은 룰렛이다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	37	파이프라인·실험·마이그레이션에 여기서 죽으면 어디서부터 다시를 강제한다.	rule	예	system/lenses/ergodic.md:30	keep	중단을 비파산화해 장기 작업을 이어가기 위한 질문이다.
system/lenses/ergodic.md	39	곱셈 자산에는 상한 베팅 규칙을 둔다.	rule	예	system/lenses/ergodic.md:14	keep	곱셈 과정의 한 번 큰 손실이 이후 경로를 훼손하기 때문이다.
system/lenses/ergodic.md	39	수면 부채, 무리한 마감, 신뢰를 거는 발언은 회당 싸 보여도 곱셈으로 붙는다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	49	흡수상태는 회복에 수년 이상 걸리거나 불가능한 것으로 좁힌다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	44	보수가 얼마든 반복 불가 게임이다.	rule	예	system/lenses/ergodic.md:43	keep	반복 생존확률이 0으로 수렴하는 이유가 앞에 있다.
system/lenses/ergodic.md	52	양방향 문을 일방향으로 착각하지 말고 분류 자체를 검증한다.	rule	예	system/lenses/ergodic.md:23	keep	오분류가 불필요한 신중과 지연을 만든다는 이유가 있다.
system/lenses/ergodic.md	49	모든 하방을 파산으로 취급하지 않는다.	rule	예	system/lenses/ergodic.md:50	keep	과도한 분류가 행동 마비를 만든다는 이유가 붙는다.
system/lenses/ergodic.md	50	창피함, 실패, 거절은 흡수상태가 아니라 비대칭 베팅의 싼 하방이다.	evidence	아니오		keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	61	흡수상태 추락은 대부분 강화 루프를 탄다.	other	아니오		rewrite	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/ergodic.md	54	반복되지 않는 1회성 결정에는 시간 평균 논리를 그대로 붙이지 않는다.	rule	예	system/lenses/ergodic.md:14	keep	시간 평균은 반복 곱셈 과정에 대한 논리이기 때문이다.
system/lenses/ergodic.md	55	거기서는 흡수상태 검사만 가져간다.	rule	예	system/lenses/ergodic.md:8	keep	흡수상태는 1회 결정에서도 다음 판의 존재를 좌우한다.
system/lenses/ergodic.md	59	한계수익이 최대라도 흡수상태가 있으면 기각한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/ergodic.md	60	역산이 찾은 사망 조건 중 복구 불가만 골라낸다.	rule	예	system/lenses/README.md:51	keep	역산 렌즈와의 결합법이다.
system/lenses/ergodic.md	69	Kelly, Peters, Taleb, Bezos 주주서한.	other	아니오		keep	원전 목록이다.
system/lenses/ergodic.md	61	루프 감지가 조기경보다.	evidence	아니오		keep	되먹임 렌즈와 결합하는 이유다.
system/lenses/ergodic.md	65	이 렌즈를 쓸 때마다 사용 원장에 한 줄씩 append한다.	rule	예	system/lenses/README.md:51	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/feedback-loop.md	8	그다음엔을 두 번 묻지 않은 계획은 계획이 아니라 첫 수다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/feedback-loop.md	3	> 호출: **내 개입에 시스템은 어떻게 응수하나? 지연은 어디 있나?**	other	아니오		keep	이번 감사에서 추가한 근거 연결, 구현 상태, 또는 과장 한정 문장이다.
system/lenses/feedback-loop.md	3	내 개입에 시스템은 어떻게 응수하나, 지연은 어디 있나.	other	아니오		keep	렌즈를 호출하는 질문이다.
system/lenses/feedback-loop.md	14	강화는 출력이 입력을 키우고 균형은 출력이 입력을 누른다.	other	예	paper:Meadows, Thinking in Systems	keep	두 루프의 정의다.
system/lenses/feedback-loop.md	14	루프는 강화와 균형 두 종류뿐이다.	other	아니오		rewrite	두 종류가 완전한 분류라는 근거가 없고 표현이 지나치게 단정적이다.
system/lenses/feedback-loop.md	7	개입은 1회 사건이 아니라 루프의 새 항이다.	other	아니오		keep	되먹임 관점에서 개입을 정의한다.
system/lenses/feedback-loop.md	7	살아 있는 시스템은 밀면 되민다.	other	아니오		rewrite	모든 살아 있는 시스템으로 일반화한 범위와 근거가 없다.
system/lenses/feedback-loop.md	7	정적인 물체는 밀면 밀린다.	evidence	아니오		keep	정적 대상과 적응 시스템을 대비하는 도입이다.
system/lenses/feedback-loop.md	15	지연이 낀 균형 루프는 진동한다.	other	아니오		rewrite	항상 진동한다고 단정하지만 안정 조건과 이득 조건이 없다.
system/lenses/feedback-loop.md	16	대기 지연은 가동률 ρ에 대해 ρ/(1-ρ)로 증가한다.	claim	예	paper:Erlang M/M/1; system/lenses/feedback-loop.md:74-75	rewrite	M/M/1에서 서비스시간 대비 대기시간이라는 적용 조건과 단위가 빠졌다.
system/lenses/feedback-loop.md	8	시스템은 개입에 적응한 상태로 응수한다.	other	아니오		rewrite	적응하지 않는 시스템과 시간 범위를 제외하지 않은 일반화다.
system/lenses/feedback-loop.md	9	측정이 표적이 되는 순간 측정이 오염되는 것도 이 렌즈의 특수 사례다.	claim	예	paper:Goodhart (1975); system/lenses/feedback-loop.md:74-75	keep	원전 절이 Goodhart와 Strathern 정식화를 제시한다.
system/lenses/feedback-loop.md	10	시스템이 지표에 응수한 것이다.	evidence	예	paper:Goodhart (1975)	keep	측정 오염을 되먹임으로 해석한다.
system/lenses/feedback-loop.md	18	여유 없는 시스템은 반드시 발작한다.	other	아니오		rewrite	반드시라는 전칭 주장과 발작의 측정 정의가 없다.
system/lenses/feedback-loop.md	22	개입 전에 강화와 억제 관계를 화살표로 그린다.	rule	예	system/lenses/README.md:51	keep	루프 그리기의 실행 절차다.
system/lenses/feedback-loop.md	23	강화 루프의 브레이크와 균형 루프의 목표값을 표시한다.	rule	예	system/lenses/README.md:51	keep	루프별 제어 지점을 표시하는 절차다.
system/lenses/feedback-loop.md	15	시스템 거동은 어느 루프가 지배하느냐로 정해진다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/feedback-loop.md	16	샤워 온도 조절이 널뛰는 이유다.	evidence	아니오		keep	지연 균형 루프의 직관적 예시다.
system/lenses/feedback-loop.md	17	50%에서 1배, 80%에서 4배, 95%에서 19배다.	claim	예	paper:Erlang M/M/1; system/lenses/feedback-loop.md:74-75	keep	ρ/(1-ρ)에 각 값을 대입한 산술과 일치한다.
system/lenses/feedback-loop.md	18	여유는 사치가 아니라 변동 흡수 장치다.	evidence	예	paper:Erlang M/M/1	keep	가동률이 1에 가까워질수록 대기가 커지는 이유를 요약한다.
system/lenses/feedback-loop.md	28	바쁘다는 감정이 아니라 ρ가 0.9를 넘었다는 계기판이다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/feedback-loop.md	29	1차, 2차, 3차 효과까지 묻는다.	rule	예	system/lenses/README.md:51	keep	그다음엔 질문을 적용하는 절차다.
system/lenses/feedback-loop.md	29	두 스텝이면 대부분의 부메랑이 보인다.	other	아니오		rewrite	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/feedback-loop.md	31	지표를 걸기 전에 시스템이 지표를 알면 무엇을 하는지 묻는다.	rule	예	system/lenses/README.md:51	keep	측정 응수를 검사하는 절차다.
system/lenses/feedback-loop.md	24	신뢰, 체력, 기술은 재고이고 기분과 일정은 유량이다.	other	아니오		rewrite	문맥에 따라 달라지는 항목을 고정 분류했지만 기준이 없다.
system/lenses/feedback-loop.md	33	자동화와 재생성기에서 자기 출력이 자기 입력이 되는 경로를 검사한다.	rule	예	system/lenses/README.md:51	keep	자기 입력 오염을 찾는 절차다.
system/lenses/feedback-loop.md	25	재고 문제를 유량 조작으로 푸는 것이 표준 오류다.	other	아니오		rewrite	표준 오류라는 빈도와 범위의 근거가 없다.
system/lenses/feedback-loop.md	27	캘린더, 서버, 현금흐름에 70~80% 상한을 정책으로 둔다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/feedback-loop.md	39	도입 직후 효과는 거의 항상 과대측정이다.	other	아니오		rewrite	거의 항상이라는 빈도 주장에 자료가 없다.
system/lenses/feedback-loop.md	40	아직 시스템의 응수 전이기 때문이다.	evidence	아니오		keep	직후 효과가 지속 효과와 다를 수 있는 메커니즘이다.
system/lenses/feedback-loop.md	32	지표 조작이 목표 달성보다 싸면 그 지표를 걸면 안 된다.	rule	예	paper:Goodhart (1975); system/lenses/feedback-loop.md:74-75	keep	조작 유인이 측정을 오염시키는 메커니즘과 원전이 있다.
system/lenses/feedback-loop.md	41	기록이 빠진 습관은 루프가 닫히지 않아 의지력만 소모한다.	other	아니오		rewrite	기록 없는 습관의 결과를 전칭화했지만 근거가 없다.
system/lenses/feedback-loop.md	41	행동, 기록, 동기, 행동의 강화 루프를 설계한다.	rule	예	system/lenses/README.md:51	keep	습관 적용의 실행 예다.
system/lenses/feedback-loop.md	34	내용이 같아도 산출물을 다시 쓰는 재생성기는 자기 신선도 판정을 오염시킨다.	other	아니오		rewrite	어떤 신선도 판정 구현을 전제하는지와 재현 시험 경로가 없다.
system/lenses/feedback-loop.md	35	동결 판정은 시각이 아니라 내용 해시로 한다.	rule	예	system/lenses/feedback-loop.md:33-35	keep	자기 재생성이 수정 시각을 바꿔 오염시킬 수 있다는 이유가 붙어 있다.
system/lenses/feedback-loop.md	43	새 조직 합류 초기에 ρ/(1-ρ)를 기억한다.	rule	예	system/lenses/README.md:51	keep	일정 여유를 검토하게 하는 호출 장치다.
system/lenses/feedback-loop.md	44	100%는 최고 성과가 아니라 첫 변동에 무너지는 상태다.	claim	예	paper:Erlang M/M/1	rewrite	대기행렬 직관은 있지만 조직 성과 전체로 옮기는 적용 조건이 없다.
system/lenses/feedback-loop.md	46	정신없음을 감정이 아니라 가동률 문제로 재분류한다.	rule	예	system/lenses/README.md:51	keep	자기 적용의 한 가지 진단 질문이다.
system/lenses/feedback-loop.md	39	새 프로세스 도입 시 적응 뒤의 균형점을 예측한다.	rule	예	system/lenses/README.md:51	keep	설계 적용의 실행 질문이다.
system/lenses/feedback-loop.md	49	처리 능력 10건, 유입 9건이면 대기 지연은 9배다.	claim	예	paper:Erlang M/M/1; system/lenses/feedback-loop.md:74-75	keep	ρ=0.9를 ρ/(1-ρ)에 대입한 장난감 산술과 일치한다.
system/lenses/feedback-loop.md	50	유입 9.5건이면 대기 지연은 19배다.	claim	예	paper:Erlang M/M/1; system/lenses/feedback-loop.md:74-75	keep	ρ=0.95를 같은 식에 대입한 값과 일치한다.
system/lenses/feedback-loop.md	50	캘린더에 미팅 하나를 더 넣는 실제 비용이 이 곡선 위에 있다.	other	아니오		rewrite	캘린더가 M/M/1의 도착과 서비스 가정을 만족한다는 근거가 없다.
system/lenses/feedback-loop.md	44	신뢰는 재고라서 천천히 쌓는 수밖에 없다.	other	아니오		rewrite	신뢰 축적 속도와 대안 경로를 단정하지만 근거가 없다.
system/lenses/feedback-loop.md	47	일정 밀도를 계기판으로 읽는다.	rule	예	system/lenses/README.md:51	keep	가동률을 관찰하는 대리 지표 제안이다.
system/lenses/feedback-loop.md	57	2차 효과는 1차를 뒤집을 만큼 클 때만 결정에 반영한다.	rule	예	system/lenses/feedback-loop.md:57-58	keep	명백한 1차 이득을 버리는 실패를 막기 위한 기준이다.
system/lenses/feedback-loop.md	50	유입 5% 증가가 지연 2배다.	claim	예	paper:Erlang M/M/1	rewrite	9에서 9.5는 약 5.56%이고 지연은 9배에서 19배로 약 2.11배다.
system/lenses/feedback-loop.md	59	진짜 1회성 결정에는 루프를 상정하지 않는다.	rule	예	system/lenses/feedback-loop.md:59	keep	루프가 없는 문제를 만능 루프로 해석하는 오용을 막는다.
system/lenses/feedback-loop.md	55	루프를 그리다 행동을 안 하는 다이어그램 중독을 피한다.	rule	예	system/lenses/feedback-loop.md:55-56	keep	검사지가 개입을 대체하는 실패를 막기 위한 규칙이다.
system/lenses/feedback-loop.md	63	순서는 장부 먼저다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
